0,0
1,0
2,0
3,0
4,0
5,10
6,9.99
7,9.99
8,0
9,9.99
10,0
11,0
12,0
13,0
14,0
15,9.99
16,0
17,0
18,9.99
19,0
20,10
21,9.99
22,9.99
23,9.99
24,9.98
25,10
26,9.98
27,10
28,10
29,9.98
30,9.98
31,9.95
32,10
33,19.98
34,10.01
35,19.99
36,9.99
37,19.98
38,10
39,19.98
40,9.99
41,19.98
42,9.98
43,19.98
44,19.99
45,9.99
46,19.97
47,19.98
48,19.98
49,19.99
50,19.98
51,20.01
52,19.97
53,19.96
54,20
55,19.99
56,29.97
57,19.98
58,19.89
59,19.99
60,20
61,19.98
62,19.97
63,19.98
64,19.98
65,19.98
66,29.97
67,29.98
68,29.98
69,29.97
70,19.99
71,19.99
72,29.99
73,29.97
74,19.98
75,19.98
76,29.98
77,29.98
78,29.98
79,29.98
80,29.98
81,29.98
82,29.97
83,29.98
84,29.98
85,29.97
86,29.97
87,29.97
88,39.97
89,29.98
90,29.96
91,30
92,29.98
93,29.97
94,39.97
95,39.97
96,29.98
97,39.97
98,39.97
99,39.97
100,40.02
101,39.97
102,39.97
103,39.97
104,39.97
105,39.97
106,39.98
107,39.99
108,39.96
109,39.96
110,39.96
111,39.97
112,39.98
113,39.97
114,39.97
115,49.97
116,39.98
117,49.97
118,39.96
119,49.96
120,49.96
121,49.98
122,49.96
123,39.97
124,49.98
125,49.96
126,49.96
127,39.97
128,49.96
129,49.97
130,49.97
131,49.98
132,49.96
133,49.97
134,49.96
135,49.95
136,50.07
137,39.97
138,49.96
139,49.96
140,59.96
141,59.96
142,59.94
143,59.94
144,59.96
145,49.88
146,49.94
147,59.97
148,49.96
149,59.96
150,49.96
151,49.96
152,49.96
153,49.97
154,49.96
155,59.96
156,59.78
157,49.97
158,59.95
159,49.96
160,59.96
161,49.97
162,59.96
163,59.97
164,59.95
165,59.95
166,59.96
167,59.96
168,59.95
169,59.95
170,59.95
171,59.96
172,59.96
173,59.95
174,59.96
175,59.68
176,69.95
177,59.96
178,69.96
179,69.95
180,69.95
181,59.96
182,59.95
183,69.95
184,69.95
185,69.96
186,59.96
187,59.96
188,69.96
189,69.96
190,59.96
191,69.94
192,69.94
193,69.95
194,59.97
195,69.96
196,69.95
197,69.94
198,69.95
199,69.97
200,69.96
201,69.95
202,69.95
203,69.94
204,69.95
205,69.95
206,59.96
207,69.95
208,69.96
209,69.97
210,69.95
211,79.94
212,69.94
213,69.94
214,69.95
215,69.96
216,79.94
217,79.95
218,69.94
219,69.95
220,79.94
221,69.96
222,79.93
223,69.95
224,69.95
225,79.95
226,69.95
227,79.94
228,89.93
229,69.95
230,79.94
231,69.96
232,79.97
233,69.96
234,79.94
235,89.94
236,79.95
237,89.94
238,89.94
239,79.93
240,89.93
241,69.95
242,79.94
243,80.61
244,79.95
245,79.94
246,79.93
247,89.94
248,79.96
249,89.94
250,89.93
251,79.94
252,89.95
253,89.94
254,89.94
255,79.95
256,79.95
257,89.94
258,79.94
259,89.92
260,89.94
261,89.94
262,89.93
263,79.94
264,89.95
265,89.93
266,89.93
267,79.93
268,89.93
269,79.94
270,99.92
271,99.93
272,89.95
273,89.93
274,99.94
275,89.95
276,89.94
277,99.94
278,89.93
279,99.93
280,89.94
281,89.93
282,89.94
283,89.94
284,89.93
285,99.93
286,89.94
287,89.94
288,99.93
289,99.93
290,99.92
291,89.93
292,99.93
293,99.94
294,99.91
295,99.94
296,99.93
297,99.93
298,99.95
299,100
300,109.93
301,89.94
302,99.92
303,109.93
304,99.93
305,89.95
306,99.94
307,99.92
308,109.91
309,99.92
310,99.93
311,99.93
312,109.93
313,109.92
314,109.92
315,99.93
316,109.92
317,99.92
318,99.94
319,109.93
320,109.95
321,99.93
322,99.94
323,99.93
324,109.91
325,109.94
326,99.93
327,109.93
328,99.93
329,119.92
330,99.94
331,109.94
332,99.94
333,99.92
334,109.92
335,109.93
336,109.93
337,99.93
338,109.94
339,109.93
340,109.93
341,109.92
342,119.92
343,119.94
344,99.93
345,99.94
346,99.93
347,99.93
348,99.94
349,99.93
350,119.92
351,99.94
352,119.92
353,109.92
354,119.91
355,99.93
356,119.91
357,119.92
358,129.9
359,109.93
360,119.92
361,119.91
362,119.93
363,119.92
364,109.96
365,109.92
366,119.91
367,119.92
368,119.92
369,109.92
370,109.93
371,129.91
372,109.92
373,119.91
374,109.93
375,109.93
376,119.93
377,109.91
378,119.92
379,119.92
380,129.91
381,119.92
382,129.91
383,119.92
384,109.93
385,119.92
386,129.91
387,119.92
388,129.92
389,119.99
390,119.9
391,129.9
392,119.91
393,139.91
394,119.91
395,119.91
396,119.92
397,109.94
398,129.91
399,129.92
